tweet,hand_rated,sentiment_corenlp,sentiment_textblob,subjectivity,sentiment_textblob_NB,sentiment_textblob_NB_weighted,sentiment_textblob_weighted,sentiment_vader
"🔴 LIVE: https://t.co/riWknNqUpF

#CommonCore: ""They have a whole new way of doing geometry…They tried it in the Soviet Union with gifted children, and it was a failure...yet they impose this on the whole country""

Williamson Evers on American Thought Leaders🇺🇸 with @JanJekielek https://t.co/h7sx5fgdAJ",0.0,1.0,0.195454545454545,0.459090909090909,0.886561992869684,0.886561992869684,0.195454545454545,-0.296
"@ConservaMomUSA I hate #CommonCore 
A waste of valuable time 
Look it up
#EndCommonCore 
Pleeze",-1.0,1.0,-0.5,0.45,0.202701325001282,0.202701325001282,-0.5,-0.5267
I talk #CommonCore w/ #author @NTampio on #ConversationsLIVE today. Listen here:  https://t.co/zUGO9yaane #education,0.0,1.5,0.0,0.0,0.603126269254203,0.626132132049294,0.0,0.0
educationweek: Educators give advice on how to implement the #CommonCore: https://t.co/FXsav0rwDL #ewopinion https://t.co/MOL0Amxc7C,0.0,2.0,0.0,0.0,0.401731069556631,0.401731069556631,0.0,0.0
"Education Secretary Betsy DeVos: #CommonCore is Dead at U.S. Department of Education…
#MAGA https://t.co/tVHQfl4seJ",-0.5,1.0,-0.2,0.4,0.426529810016374,0.426529810016374,-0.2,-0.6486
"#CommonCore has to GO!
Take back the Education System

Why do we sit back and allow our Gov't to force Globalization? https://t.co/oIxZrtw4Uo",-0.5,2.0,0.0,0.0,0.557508060437723,0.589051817243196,0.0,0.2942
"Desperately seeking a #Mathematician ... Can anyone explain to me what this is teaching my child?🤔

#CommonCore
#Math
#Homework
#California https://t.co/ThcdwzWYhD",0.0,1.0,-0.6,1.0,0.657840462266183,0.657840462266183,-0.6,-0.3818
"#CommonCore #School #Education
#WeThePeople 💕 @POTUS &amp; @FLOTUS #MAGA #GreatAwakening #QAnon #Treason #TaxCuts #LetsSueFacebook #InternetBillofRights #TarmacMeeting #Tarmac #ReleaseTheVideo #TrustThePlan #ChildTrafficking #ReleaseTheTexts #Unredacted https://t.co/TumNCRyo9z",0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0
"Did You Know? #NoChildLefBehind &amp; #CommonCore are indoctrination of kids. Both uses standardization over and above, creativity and individuality.

2 Objectives- (a) to create more functional slaves and (b) to crush non-conformity, individuality and creativity. Why? Less dreamers. https://t.co/miABz96LlT",-1.0,1.66666666666667,0.0555555555555556,0.111111111111111,0.54214005487927,0.521347133243232,0.212962962962963,0.7236
"ISLAM In US Public Schools: All parents please watch &amp; share.  This is happening everywhere.  #CommonCore #Trump2016
https://t.co/HeWavvDxqz",0.0,2.66666666666667,0.0,0.0333333333333333,0.602480091672105,0.678760032060183,0.0,0.5423
@tedlieu @NRA If this was written in crayon I’d swear my 4 year old wrote it... #CommonCore,0.0,2.0,0.1,0.2,0.420393856882615,0.420393856882615,0.1,-0.0516
"@Butterflies824 @FoxNews @conservmillen @foxandfriends How about stop doing drugs and stop committing crimes. That might work! 

The real problem is #CommonCore 
@Education4Libs",-1.0,2.0,0.0666666666666667,0.1,0.517798327316792,0.558936164728132,0.05,-0.7263
#Florida School Ditches #CommonCore! Soars To Number One in State! https://t.co/ZA0szbjZZk via @RealJTP #RedNationRising #MAGA #StopCommonCore,2.0,1.33333333333333,0.0,0.0,0.537180244776348,0.600873449990434,0.0,0.2225
"@MAGAKrissy It’s  just like #HillaryClinton #commonCore math:

 33k emails + 13 devices + 1 hammer 🔨 + 1 Bleach Bit  =        0 emails https://t.co/anvCpkn9fy",0.0,1.0,0.0,0.0,0.404927629730493,0.404927629730493,0.0,0.3612
https://t.co/KoZrAMe2J0 @POTUS don't give $ 2 #DeptofEd 2 fund #UNESCO projects like #STEM #CommonCore #KeepUrPromise #AbolishDOE #KillCC,0.0,2.0,0.0,0.0,0.386829775651114,0.386829775651114,0.0,0.3612
"#QuestionSetoftheDay: Multiplication by 4, ideal for 3rd grade math classes. https://t.co/NZFiGKoh0M #blendedlearning #math #K12 #multiplication #edtech #lessonplanning #3rdgrade #mathchat #iteachmath #commoncore #CCSS https://t.co/17JScaJbvQ",0.5,2.0,0.225,0.5,0.94925657809325,0.94925657809325,0.45,0.5267
@hm_mckay @YouTube #COMMONCORE like #SHARIA LAW in any part of U.S MUST be ABOLISHED and EXECUTE IT by ANY MEANS!,-1.0,1.0,0.0,0.0,0.878996175909725,0.878996175909725,0.0,0.4199
@aerogrrrl @BrownDeerRepub @terenceflolu @CoryBooker Lmao... that never happened. Another victim of revisionist history &amp; #CommonCore,0.0,1.0,0.2625,0.525,0.520856657059135,0.520220342158851,0.195,0.2057
"@citizenrosebud @jphoganorg @realDonaldTrump @GOP @jack @TwitterGov @TwitterSupport #Firstdayofschool2018 #NationalRadioDay ~ #MondayMotivation

#CitizenRosebud #PirateRadio #Election2018 #BackToSchool #CommonCore

#Teachers #Midterms: #Constitution by #FederalistPapers #1 ""for inducements of philanthropy"" &amp; #USC198 #Emoluments means #SOCIALISM UNCONSTITUTIONAL! https://t.co/vdNgTnQSwM",0.0,1.0,0.0,0.0,0.580659565485662,0.580659565485662,0.0,0.0
"Did You Know? #NoChildLeftBehind &amp; #CommonCore are indoctrination methods.  Both use standardization over/above creativity &amp; individuality.

It is known only a few will self-educate, while a majority will not. Therefore, those who will not are made to be functional slave labor. https://t.co/xWyrUwTzJR",-1.0,1.8,-0.02,0.11,0.655424782203182,0.721827895733888,-0.0333333333333333,0.3818
"@BetsyDeVosED Stop funding #CommonCore It's affecting our children!!! Our teachers. Our schools. I've seen drastically negative changes in #NewYork over the years since the #Obama admin introduced this! #WakeUpAmerica @realDonaldTrump
#EndCommonCore
https://t.co/sXfFkAkhkb",-0.5,2.0,-0.075,0.1,0.655280753064043,0.712524368222481,-0.21875,-0.7946
The state of Common Core in five charts. https://t.co/hTdv96Kzvr #CommonCore https://t.co/Woa88AMYBG,0.0,2.0,-0.15,0.5,0.558249288856523,0.558249288856523,-0.3,0.0
"These kids are raising money for the DNC money laundering through ActBlue like it's for the kids. It's not. Don't be fooled be #Democrats lying. They hate kids (#PlannedParenthood) hate learning (#CommonCore #IndoctrinationCamps) hate religion (banning God, prayer) https://t.co/1z6LqHXe2m",-1.0,1.25,-0.2,0.225,0.629745621855512,0.702390506988108,-0.281081081081081,-0.9149
"High School Diplomas Are Becoming Little More Than Certificates of Attendance #education #nclb #commoncore

https://t.co/Hto3imLSal https://t.co/Lu8sYQ8cyT",0.0,1.0,0.230625,0.5975,0.218102128807147,0.218102128807147,0.230625,0.0
"With new classroom #edtech, plus #CommonCore, are traditional textbooks still relevant?",0.0,1.0,0.178787878787879,0.701515151515152,0.520938975722339,0.520938975722339,0.178787878787879,0.0
@1776Stonewall This is something that @TheDemocrats hide. Their #CommonCore was designed to keep embarrassing truths like this away from children.,-0.5,1.5,0.0,0.0,0.327052126563867,0.338703356857928,0.0,0.25
"First group of US kids educated with #CommonCore did much worse on international test than those educated without it. Maybe we should have tested the Core before enacting it. Maybe billionaires shouldn’t write school policy, teachers should.  https://t.co/EwOTJxSHdA",0.0,1.66666666666667,-0.0166666666666667,0.103703703703704,0.436755063986416,0.476021350642171,-0.025,-0.4767
"We’ll give you a hint. #CommonCore didn’t just fail all by itself. Well, it was doomed, to be sure, but some folks got together and gave it a little nudge 😏 @leoniehaimson @BadassTeachersA 👏🏼👏🏼👏🏼👏🏼 #HashtagCommonCore 😂",-0.5,1.66666666666667,-0.114583333333333,0.331481481481481,0.37619740124844,0.393079484847543,-0.00646551724137931,0.296
@Gun_Shots Oh this is why on April 30 citizens will assemble is #Harrisburg   Does anyone know how the Second Amendment is taught in #commoncore? I bet .@pa4peg does . #2A,0.0,1.75,0.0,0.0,0.672875636964315,0.777324194066272,0.0,0.0
"Florida dad outraged by sexually explicit question on teen's homework assignment #CommonCore #Homeschool #FLVS 

https://t.co/x3EXpAKjAr https://t.co/uhdccqIyEc",-1.0,1.0,-0.133333333333333,0.611111111111111,0.33452745374548,0.33452745374548,-0.133333333333333,-0.5423
Brush up on your #CommonCore basics: read our new FAQ by @TunedToTheresa https://t.co/sqCo9HrNLc @EdSource,0.0,2.0,0.136363636363636,0.454545454545455,0.613440834724182,0.613440834724182,0.136363636363636,0.0
"Excited to share a recent article written about my work and blog! #ELLs #commoncore #edchat @wearecta
https://t.co/zfVkhcguQp",1.0,2.5,0.09375,0.5,0.87836851337452,0.87836851337452,0.1875,0.5983
My email is on fire with #CommonCore concerns from the Oak Park Dist 97 parent community. Execution lacking from OP97 leadership.,-0.5,1.0,0.0,0.0,0.818264924695585,0.898126345904427,0.0,-0.34
"Absolute truth! 

Nothing but a part in dumbing down future generations! 😡

#LiberalLogic has no place in public schools! 

#MondayFeeling
#CommonCore
#MAGASpirit
#PatriotJenn ❤️🇺🇸 https://t.co/aknXnW8RCT",-0.5,1.5,0.0430555555555556,0.293402777777778,0.701161171646462,0.796281993883945,-0.0111111111111111,-0.5826
Retweet if you agree! #CommonCore is a threat to #Freedom #SupportHR899 #EndFedEd https://t.co/MuIsCkxIdk,-0.5,2.0,0.0,0.0,0.58999481480787,0.58999481480787,0.0,-0.2942
Discussion around PARCC Model Content Framework in math @dextermurphy and Steven York #commoncore http://t.co/18HxL4khHd,0.0,1.0,0.0,0.0,0.742933854367905,0.742933854367905,0.0,0.0
Jerk Career Politicians THEY ALWAYS screw the regular people as #SouthDakota Follows Most States in pretend phony ‘Rebranding’ #CommonCore keeping garbage PC Leftist Standards (Which Teach Stupidity Like 2+2=5) https://t.co/A3ueQDOMn2,-1.0,0.0,-0.0375,0.544230769230769,0.524425110240407,0.524425110240407,-0.0375,-0.5945
"Fantastic reporting from @Stephen_Sawchuk: Vision, Reality Collide in #CommonCore Tests http://t.co/RMrfgYJCVO",1.0,1.0,0.4,0.9,0.984336540803332,0.984336540803332,0.4,0.6486
"@anylaurie16 As most of the replies say the tallest bar is the answer, what #commoncore tries to do is mix and match the x and y axis, so students don’t get conditioned toward specific structures of problems. 
(Time should be the x axis)",0.0,1.0,0.0666666666666667,0.170833333333333,0.688835718340133,0.861832502997546,0.113821138211382,-0.4019
Excited to collaborate with @AlainBengochea and Dr. Bloomfield on this important study that highlights language functions and genre features in academic discourse. #commoncore #wida #ccsdachieves https://t.co/N09IVPZjJg,1.0,2.5,0.129166666666667,0.583333333333333,0.977860517072334,0.977860517072334,0.258333333333333,0.5267
YOU WON'T FIND THIS #AMERICANHISTORY IN ANY #COMMONCORE #COMMUNIST BOOK OR #NAACP WEBSITE WHILE #NAACP #BLM #MAYORMEMPHJIS #GOVT ROBS #AMERICANS OF OUR PROPERTY #HISTORY IN ONE CITY AFTER ANOTHER. #NAACP JUST ROB #MEMPHIS OF $2.3 MIL IN TAXPAYER PROPERTY . CHECK IT OUT https://t.co/Y2pLmdZwQx,-1.0,1.33333333333333,0.0,0.0,0.539999751022042,0.548670594098172,0.0,-0.8429
"We've never tried it - offering small classes in all grades in high-poverty schools. instead we've tried everything that you guys wanted: more charters, more hi-stakes testing, &amp; #commoncore, and NAEP scores declined.  Time to do something positive for a change. https://t.co/BfCJP9M3RY",0.0,1.66666666666667,0.159090909090909,0.481818181818182,0.501882723832796,0.429949965497109,0.190687361419069,0.5574
"The rigor in #CommonCore is good, how can we support educators in making sure it's done right? #TheoryIntoAction #edchat",0.5,2.5,0.247619047619048,0.674867724867725,0.760644726346549,0.760644726346549,0.495238095238095,0.7845
#Propaganda #CommonCore teaching students that the reason people don't like President Obama's policies is he's black. http://t.co/uKmvF91pPW,2.0,1.0,-0.133333333333333,0.433333333333333,0.613832460423349,0.613832460423349,-0.166666666666667,-0.2755
"Replace #CommonCore with #CommonSense.

They're using #CommonCore to destroy the confidence of kids, breaking them down to create sheep.

#2A protects #1A 
#GreatAwakening 
#LiberalLogic destroys lives https://t.co/y4cRaT8oK90",0.5,1.0,-0.0592592592592593,0.0481481481481482,0.519139467417255,0.646625595469961,-0.124444444444444,-0.1027
"@RStarovich @KelPort @AmericanHotLips @SenBlumenthal I’m, must be #CommonCore reading comprehension again. 🙄",0.0,1.0,0.0,0.0,0.863354573712167,0.863354573712167,0.0,0.0
How Common Core levels the K-12 playing field https://t.co/qG5NR4or6K #commoncore https://t.co/VBEttB58zE,0.0,2.0,-0.3,0.5,0.745741099183801,0.745741099183801,-0.3,0.2023
"Florida school ditches common core and soars to #1.
They chose to dump the Obama supported Dumbing down America #commoncore.
https://t.co/hy3HaHUweL",-0.5,2.0,-0.227777777777778,0.394444444444444,0.666875201580793,0.679244585180412,-0.220555555555556,-0.2023
Infuse and analyze informational text!  #CCSS #Commoncore This resource aligns the Common Core and INTASC standards! http://t.co/vQf4ZbdX,0.5,1.5,-0.1875,0.25,0.551259797411348,0.526105770103468,-0.241071428571429,0.0
Finding the Sweet Spot Between Defeatism and Utopianism When Setting School Standards. https://t.co/broehgwdWO @educationgadfly @MichaelPetrilli #EdChat #CommonCore #CCSS,0.0,1.5,0.175,0.65,0.905001443852891,0.905001443852891,0.35,0.1779
"#cantmakethisup #JokeOfTheDay #imposter #jokes #CommonCore
#Joker #Comey 
#comedy #ethics  #teacherproblems #Iwantmytuitionback #bitch betterhavemymoney #justsayno

No Joke: Comey To Teach ‘Ethical Leadership’ College Course https://t.co/JvYXFkoTkd via @realalexjones",-0.5,1.0,0.2,0.6,0.858623659029688,0.858623659029688,0.2,0.0
"Even our president seems confused about what exactly #CommonCore is, how they were adopted, and what the federal government can and can’t do to abolish or impose them on states. https://t.co/gRTxjgZTJg https://t.co/5t6eDqxCnG",0.0,2.0,-0.075,0.475,0.957405927717604,0.957405927717604,-0.075,-0.5423
@MikeHynes5 @NYSAPE The #commoncore is an experiment. #cuomo pulled his kid. Protect yours. #homeschooling is on the rise. #commobcore developmentally BAD!,-0.5,2.2,-0.175,0.133333333333333,0.443398406466556,0.455997577914362,-0.116666666666667,-0.4451
Answer: A society that has lost its moral compass. #commoncore #appr #righttowork @DianeRavitch @rweingarten @nysut @NYSAPE @leoniehaimson @carolburris https://t.co/1oiAJV2Wzy,0.0,1.5,0.0,0.25,0.59512891398367,0.59512891398367,0.0,-0.3182
.@kurtbahr and @edemery say they didn't intend process to review Missouri learning standards to start with #commoncore,0.0,2.0,0.0,0.0,0.462688275302828,0.430351447231945,0.0,0.0
@conversationed #commoncore  Congratulations to #oklahoma on becoming the 1st State to permanently ban Common Core http://t.co/R2UC2sJQbv,2.0,1.0,0.075,0.675,0.958977939537976,0.958977939537976,0.075,0.0772
"School Rejects #CommonCore, Ranks #1
https://t.co/9o6dQqSxTN - #education #StopCommonCore #literacy   @collierschools @MasonClassical",0.0,1.0,0.0,0.0,0.649627746504449,0.649627746504449,0.0,-0.4939
"Old problem: many students confuse perimeter and area.
Solution: Don't cover them together. Better yet, cover them in different years.
Oh yeah, it's in #CommonCore, which could have gotten this right, but the authors couldn't be bothered.
https://t.co/fsFg5i9MtU
#mathchat #mtbos",0.0,1.8,0.167142857142857,0.358928571428571,0.458799433123348,0.332059822336145,0.243436293436293,0.5176
"Florida school ditches common core and soars to #1.
They chose to dump the Obama supported Dumbing down America #commoncore.
https://t.co/hy3HaHUweL",2.0,2.0,-0.227777777777778,0.394444444444444,0.666875201580793,0.679244585180412,-0.220555555555556,-0.2023
"#WorldEmojiDay 

👨‍🏫 54% of all teachers oppose #CommonCore 👩‍🏫 

RT to show support for teachers standing up for what is best for students! https://t.co/OatVJv9EID",-0.5,1.0,1.0,0.3,0.922482074994461,0.922482074994461,1.0,0.8016
"The #Resistance are just a bunch of idiots who can't even hold their tacky signs, the right way up.
Sheesh!
#CommonCore https://t.co/VMpLA5NKIk",-0.5,1.66666666666667,-0.0857142857142857,0.333928571428571,0.104405381641198,0.0486979160920956,-0.243609022556391,0.0
